,Unnamed: 0,text,label
3,2463,"you don't need to be a hip-hop fan to appreciate scratch , and that's the mark of a documentary that works .",1
3506,2145,. . . wise and elegiac . . .,1
1224,1577,"some movies blend together as they become distant memories . mention "" solaris "" five years from now and i'm sure those who saw it will have an opinion to share .",1
1699,7034,". . . just a big mess of a movie , full of images and events , but no tension or surprise .",0
503,3644,"it's the sweet cinderella story that "" pretty woman "" wanted to be .",1
1187,4286,"on its own , it's not very interesting . as a remake , it's a pale imitation .",0
3545,311,"it's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world .",1
2317,7546,an annoying orgy of excess and exploitation that has no point and goes nowhere .,0
663,2645,labute masterfully balances both traditional or modern stories together in a manner that one never overwhelms the other . something for everyone .,1
4535,1052,"you'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear .",1
2537,760,"andersson creates a world that's at once surreal and disturbingly familiar ; absurd , yet tremendously sad .",1
1643,137,gloriously goofy ( and gory ) midnight movie stuff .,1
696,4096,"an often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century .",1
1592,3393,"a delightful surprise because despite all the backstage drama , this is a movie that tells stories that work -- is charming , is moving , is funny and looks professional .",1
165,3091,a poignant and gently humorous parable that loves its characters and communicates something rather beautiful about human nature .,1
1879,2821,strange and beautiful film .,1
4244,7405,this is more a case of 'sacre bleu ! ' than 'magnifique' .,0
430,6524,neither funny nor suspenseful nor particularly well-drawn .,0
572,573,"a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined .",1
1865,1142,"suffers from the lack of a compelling or comprehensible narrative . still , as a visual treat , the film is almost unsurpassed .",1
3346,4215,solondz creates some effective moments of discomfort for character and viewer alike .,1
620,3271,". . . wallace is smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams .",1
102,3466,"it irritates and saddens me that martin lawrence's latest vehicle can explode obnoxiously into 2 , 500 screens while something of bubba ho-tep's clearly evident quality may end up languishing on a shelf somewhere .",1
1354,2156,the plot twists give i am trying to break your heart an attraction it desperately needed .,1
3711,2736,either a fascinating study of the relationship between mothers and their children or a disturbing story about sociopaths and their marks .,1
117,3400,a live-wire film that never loses its ability to shock and amaze .,1
3117,1529,"a very well-made , funny and entertaining picture .",1
3726,3556,"what makes how i killed my father compelling , besides its terrific performances , is fontaine's willingness to wander into the dark areas of parent-child relationships without flinching .",1
2145,5387,did the film inform and educate me ? yes . did it move me to care about what happened in 1915 armenia ? no . and that is where ararat went astray .,0
1691,2415,"at times a bit melodramatic and even a little dated ( depending upon where you live ) , ignorant fairies is still quite good-natured and not a bad way to spend an hour or two .",1
142,7305,"when not obscured by the booming bass-heavy soundtrack , the conversation presents the kind of linguistic fumbling not heard since macy gray's game of chinese whispers with mr bean .",0
3095,3372,"the members manage to pronounce kok exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible . it's very beavis and butthead , yet always seems to elicit a chuckle .",1
360,517,. . . breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters .,1
1782,3729,"sensual , funny and , in the end , very touching .",1
189,2183,maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while .,1
4179,2094,"asks what truth can be discerned from non-firsthand experience , and specifically questions cinema's capability for recording truth .",1
2933,513,"a lighthearted , feel-good film that embraces the time-honored truth that the most powerful thing in life is love .",1
3176,3037,"murder by numbers' isn't a great movie , but it's a perfectly acceptable widget .",1
4673,3049,mama africa pretty much delivers on that promise . it does give you a peek . the main problem being that it's only a peek .,1
2764,3485,"ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness .",1
3609,3567,"as a girl-meets-girl romantic comedy , kissing jessica steinis quirky , charming and often hilarious . yet it's not quite the genre-busting film it's been hyped to be because it plays everything too safe .",1
3208,1461,"preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment .",1
2536,226,the result is something quite fresh and delightful .,1
1057,201,"solid , lump-in-the-throat family entertainment that derives its power by sticking to the facts .",1
695,2555,a stirring road movie .,1
745,4305,"though the opera itself takes place mostly indoors , jacquot seems unsure of how to evoke any sort of naturalism on the set .",0
942,3994,"may take its sweet time to get wherever it's going , but if you have the patience for it , you won't feel like it's wasted yours .",1
799,3196,"on its own staggeringly unoriginal terms , this gender-bending comedy is generally quite funny .",1
2939,1726,"this english-language version . . . does full honor to miyazaki's teeming and often unsettling landscape , and to the conflicted complexity of his characters .",1
1332,2523,"time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness .",1
527,364,"it's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more .",1
469,8400,the exclamation point seems to be the only bit of glee you'll find in this dreary mess .,0
1286,4258,"the journey is worth your time , especially if you have ellen pompeo sitting next to you for the ride .",1
4218,775,about nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the american dream .,1
4031,3487,harmless fun .,1
2016,3430,the film proves unrelentingly grim -- and equally engrossing .,1
1817,6835,"a trashy , exploitative , thoroughly unpleasant experience .",0
3102,3964,a fascinating case study of flower-power liberation -- and the price that was paid for it .,1
1596,3552,the first half bursts with a goofy energy previous disney films only used for a few minutes here and there .,1
3330,1313,"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she's as morning-glory exuberant as she was in amélie .",1
183,440,recalls quiet freak-outs like l'avventura and repulsion .,1
1800,3757,"this isn't exactly profound cinema , but it's good-natured and sometimes quite funny .",1
603,2960,"the low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .",1
2013,1045,"uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity .",1
1961,3055,"the work of an artist tormented by his heritage , using his storytelling ability to honor the many faceless victims .",1
4426,4132,"insightfully written , delicately performed",1
862,1406,"displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential .",1
731,3792,"an energetic , violent movie with a momentum that never lets up .",1
3138,7946,plays like a checklist of everything rob reiner and his cast were sending up .,0
99,592,a quietly reflective and melancholy new zealand film about an eventful summer in a 13-year-old girl's life .,1
400,1963,. . . a lesson in prehistoric hilarity .,1
2202,1347,"a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart .",1
4022,4198,"unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck .",1
1309,3708,"there are times when you wish that the movie had worked a little harder to conceal its contrivances , but brown sugar turns out to be a sweet and enjoyable fantasy .",1
2371,1129,"ao sair do cinema , eu estava feliz e com saudades de um tempo em que , para mim , a existência de papai noel era um fato inquestionável .",1
3611,3058,"an uncomfortable experience , but one as brave and challenging as you could possibly expect these days from american cinema .",1
3587,1886,"a compelling yarn , but not quite a ripping one .",1
2188,533,only two words will tell you what you know when deciding to see it : anthony . hopkins .,1
1175,3278,"take any 12-year-old boy to see this picture , and he'll be your slave for a year .",1
1936,3623,feeling like a dope has rarely been more fun than it is in nine queens .,1
486,6210,"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness .",0
2199,3318,"if you love the music , and i do , its hard to imagine having more fun watching a documentary . . .",1
4197,3233,nicholson's understated performance is wonderful . as warren he stumbles in search of all the emotions and life experiences he's neglected over the years .,1
4682,3462,"in other words , it's just another sports drama/character study . yet this one makes up for in heart what it lacks in outright newness . plus , like i already mentioned . . . it's robert duvall ! c'mon !",1
988,79,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,1
3798,2090,"a deftly entertaining film , smartly played and smartly directed .",1
1598,3347,"this is an extraordinary film , not least because it is japanese and yet feels universal .",1
225,3076,sensitive ensemble performances and good period reconstruction add up to a moving tragedy with some buoyant human moments .,1
4073,127,"run , don't walk , to see this barbed and bracing comedy on the big screen .",1
2338,3070,a uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot .,1
4068,2055,"clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same .",1
1850,7804,"a shame that stealing harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable .",0
724,901,"a stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in australia's film history .",1
924,3655,"a new film from bill plympton , the animation master , is always welcome .",1
4392,1883,"vividly conveys the passion , creativity , and fearlessness of one of mexico's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all .",1
3672,2724,"compared to his series of spectacular belly flops both on and off the screen , runteldat is something of a triumph .",1
131,4022,a small movie with a big impact .,1
3809,3086,one of the greatest films i've ever seen .,1
1762,4069,"all in all , a great party .",1
2210,1551,"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places .",1
4225,3011,"romantic comedy and dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here .",1
3517,3380,a great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family .,1
1982,4212,a gripping documentary that reveals how deep the antagonism lies in war-torn jerusalem .,1
3718,3832,"not as good as the full monty , but a really strong second effort .",1
1646,3503,worth catching for griffiths' warm and winning central performance .,1
2172,571,a moody horror/thriller elevated by deft staging and the director's well-known narrative gamesmanship .,1
3080,2828,"performances all around are tops , with the two leads delivering oscar-caliber performances .",1
1257,1921,easily the most thoughtful fictional examination of the root causes of anti-semitism ever seen on screen .,1
3920,300,"morton is , as usual , brilliant .",1
1135,435,"the crime matters less than the characters , although the filmmakers supply enough complications , close calls and double-crosses to satisfy us .",1
2264,7005,"earnest but earthbound . . . a slow , soggy , soporific , visually dank crime melodrama/character study that would be more at home on the small screen but for its stellar cast .",0
4596,889,a compelling portrait of moral emptiness,1
2323,3905,a wild comedy that could only spring from the demented mind of the writer of being john malkovich .,1
1893,3152,if you grew up on scooby -- you'll love this movie . matthew lillard is born to play shaggy !,1
522,2118,isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol's most intense psychological mysteries .,1
840,5811,the movie's accumulated force still feels like an ugly knot tightening in your stomach . but is that knot from dramatic tension or a symptom of artistic malnutrition ?,0
1031,3491,"the film belongs to the marvelous verdu , a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public",1
2469,1719,"no , it's not as single-minded as john carpenter's original , but it's sure a lot smarter and more unnerving than the sequels .",1
2438,4113,"a chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness .",1
2860,1609,"the film aims to be funny , uplifting and moving , sometimes all at once . the extent to which it succeeds is impressive .",1
2804,261,the transporter is as lively and as fun as it is unapologetically dumb,1
2312,2028,"funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking .",1
1924,2382,"a movie that's just plain awful but still manages to entertain on a guilty-pleasure , so-bad-it's-funny level .",1
3757,923,francophiles will snicker knowingly and you'll want to slap them .,1
4665,2877,"this fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives the lady and the duke something of a theatrical air .",1
1106,490,"stevenson's performance is at once clueless and fiercely committed , a volatile combination .",1
2914,158,fans of behan's work and of irish movies in general will be rewarded by borstal boy .,1
1602,3778,"a completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration .",1
1986,3724,what's surprising is how well it holds up in an era in which computer-generated images are the norm .,1
1364,3954,"a fine , rousing , g-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats .",1
394,3194,"as antonia is assimilated into this newfangled community , the film settles in and becomes compulsively watchable in a guilty-pleasure , daytime-drama sort of fashion .",1
1471,4075,"in some ways , lagaan is quintessential bollywood . except it's much , much better .",1
2431,2964,"this isn't a stand up and cheer flick ; it's a sit down and ponder affair . and thanks to kline's superbly nuanced performance , that pondering is highly pleasurable .",1
3311,1148,"hoffman notches in the nuances of pain , but his smart , edgy voice and waddling profile ( emphasized here ) accent the humor of wilson's plight , and that saves his pathos from drippiness .",1
1864,2673,"leave it to john sayles to take on developers , the chamber of commerce , tourism , historical pageants , and commercialism all in the same movie . . . without neglecting character development for even one minute .",1
73,165,a well-made thriller with a certain level of intelligence and non-reactionary morality .,1
439,6362,"guillen rarely gets beneath the surface of things . she lists ingredients , but never mixes and stirs .",0
1845,5697,"'all in all , reign of fire will be a good ( successful ) rental . '",0
1808,4051,here's yet another cool crime movie that actually manages to bring something new into the mix .,1
4440,317,girls gone wild and gone civil again,1
2125,7373,"i guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen .",0
3529,3235,another entertaining romp from robert rodriguez .,1
4396,4003,[allen] manages to breathe life into this somewhat tired premise .,1
3411,4199,"a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being .",1
1670,1534,brilliantly explores the conflict between following one's heart and following the demands of tradition .,1
3045,1115,a quiet treasure -- a film to be savored .,1
4469,3109,the bottom line is the piece works brilliantly .,1
4519,4182,"sum "" is jack ryan's "" do-over . "" give credit to everyone from robinson down to the key grip that this bold move works . especially give credit to affleck .",1
876,2190,"a creepy , intermittently powerful study of a self-destructive man . . . about as unsettling to watch as an exploratory medical procedure or an autopsy .",1
3865,3935,sayles has an eye for the ways people of different ethnicities talk to and about others outside the group .,1
3033,3133,not since ghostbusters has a film used manhattan's architecture in such a gloriously goofy way .,1
2907,1161,". . . a spoof comedy that carries its share of laughs  sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh .",1
119,3955,"the series' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls' amusing personalities .",1
75,2987,"saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory .",1
4282,903,". . . a joke at once flaky and resonant , lightweight and bizarrely original .",1
3495,4475,"this cloying , voices-from-the-other-side story is hell .",0
2868,2666,it's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it .,1
3695,762,"often hilarious , well-shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed .",1
2065,7174,[u]nrelentingly stupid .,0
2376,1000,the weakest of the four harry potter books has been transformed into the stronger of the two films by the thinnest of margins .,1
4217,263,has it ever been possible to say that williams has truly inhabited a character ? it is now .,1
2553,3391,"although some viewers will not be able to stomach so much tongue-in-cheek weirdness , those who do will have found a cult favorite to enjoy for a lifetime .",1
4494,2729,"delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for .",1
2762,2392,a jaw-droppingly beautiful work that upends nearly every cliché of japanese animation while delivering a more than satisfactory amount of carnage .,1
3960,4081,i'd watch these two together again in a new york minute .,1
3214,7428,"ram dass fierce grace moulds itself as an example to up-and-coming documentarians , of the overlooked pitfalls of such an endeavour .",0
2727,3569,turturro is fabulously funny and over the top as a 'very sneaky' butler who excels in the art of impossible disappearing/reappearing acts,1
4094,2137,"a sly female empowerment movie , although not in a way anyone would expect .",1
2753,2454,"at times auto focus feels so distant you might as well be watching it through a telescope . yet in its own aloof , unreachable way it's so fascinating you won't be able to look away for a second .",1
1605,1219,"an effectively creepy , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it .",1
641,3479,most of the things that made the original men in black such a pleasure are still there .,1
1258,3264,"heartwarming here relies less on forced air than on petter næss' delicate , clever direction . . . and a wonderful , imaginative script by axel hellstenius .",1
76,5599,nights feels more like a quickie tv special than a feature film . . . it's not even a tv special you'd bother watching past the second commercial break .,0
742,2665,"she's all-powerful , a voice for a pop-cyber culture that feeds on her bjorkness .",1
105,4111,you can sip your vintage wines and watch your merchant ivory productions ; i'll settle for a nice cool glass of iced tea and a jerry bruckheimer flick any day of the week .,1
2139,536,hayek is stunning as frida and . . . a star-making project .,1
3105,3510,"if divine secrets of the ya-ya sisterhood suffers from a ploddingly melodramatic structure , it comes to life in the performances .",1
1452,2621,"terrific as nadia , a russian mail-order bride who comes to america speaking not a word of english , it's kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers .",1
3328,3844,"witty , contemplative , and sublimely beautiful .",1
2811,1066,a deep and meaningful film .,1
3250,4028,"when a movie has stuck around for this long , you know there's something there . it's that good .",1
2072,3652,"visually , 'santa clause 2' is wondrously creative .",1
3192,5638,one of the more glaring signs of this movie's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from ms . spears .,0
2022,499,"does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively .",1
3682,7992,"shows that jackie chan is getting older , and that's something i would rather live in denial about",0
1564,2289,"a delightful little film that revels in its own simplicity , mostly martha will leave you with a smile on your face and a grumble in your stomach .",1
4291,2844,"although frailty fits into a classic genre , in its script and execution it is a remarkably original work .",1
4152,3146,"i don't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it's a dish that's best served cold .",1
1204,2268,". . . hits every cliche we've come to expect , including the assumption that "" crazy "" people are innocent , childlike and inherently funny .",1
3395,3598,[has] an immediacy and an intimacy that sucks you in and dares you not to believe it's all true .,1
3056,2705,"a penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination .",1
3392,1318,"it just may inspire a few younger moviegoers to read stevenson's book , which is a treasure in and of itself .",1
3142,176,an experience so engrossing it is like being buried in a new environment .,1
2156,2458,"instead of hitting the audience over the head with a moral , schrader relies on subtle ironies and visual devices to convey point of view .",1
4690,235,"i admired it , particularly that unexpected downer of an ending .",1
1743,3839,"crammed with incident , and bristles with passion and energy .",1
3656,2551,"yes , it's as good as you remember . in fact , even better .",1
1687,885,"you'll be left with the sensation of having just witnessed a great performance and , perhaps , give in to the urge to get on your feet and shake it .",1
597,8404,the movie's progression into rambling incoherence gives new meaning to the phrase 'fatal script error . ',0
3544,496,a byzantine melodrama that stimulates the higher brain functions as well as the libido .,1
2744,1517,"smart , provocative and blisteringly funny .",1
77,7840,an artful yet depressing film that makes a melodramatic mountain out of the molehill of a missing bike .,0
1974,1956,"it's hard to imagine anybody ever being "" in the mood "" to view a movie as harrowing and painful as the grey zone , but it's equally hard to imagine anybody being able to tear their eyes away from the screen once it's started .",1
4312,3102,it's rare for any movie to be as subtle and touching as the son's room .,1
1179,3750,the movie is ingenious fun . see it .,1
2724,4155,k 19 stays afloat as decent drama/action flick,1
1549,3121,"the story is a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me .",1
3526,215,tsai ming-liang has taken his trademark style and refined it to a crystalline point .,1
4235,1106,one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals . . . a psychological masterpiece .,1
2904,4154,"the charm of the first movie is still there , and the story feels like the logical , unforced continuation of the careers of a pair of spy kids .",1
3508,2060,"quitting delivers a sucker-punch , and its impact is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath house .",1
2510,4104,this is a film that manages to find greatness in the hue of its drastic iconography .,1
657,2684,"with not a lot of help from the screenplay ( proficient , but singularly cursory ) , [testud] acts with the feral intensity of the young bette davis .",1
2962,1487,'de niro . . . is a veritable source of sincere passion that this hollywood contrivance orbits around . ',1
627,1236,ahhhh . . . revenge is sweet !,1
3708,3314,"stuart's poor-me persona needs a whole bunch of snowball's cynicism to cut through the sugar coating . but once the falcon arrives in the skies above manhattan , the adventure is on red alert .",1
1247,4021,tackles the difficult subject of grief and loss with such life-embracing spirit that the theme doesn't drag an audience down .,1
2221,2936,"a fine production with splendid singing by angela gheorghiu , ruggero raimondi , and roberto alagna .",1
4283,6928,"the problem is that rather than dramatizing this premise , mr . desplechin is content to state it .",0
2544,800,enjoy it for what it is ; you can hate yourself later .,1
577,874,"the movie's eventual success should be credited to dennis quaid , in fighting trim shape as an athlete as well as an actor",1
4619,243,"the additional storyline is interesting and entertaining , but it doesn't have the same magical quality as the beginning of the story . i like the new footage and still love the old stuff .",1
418,3960,devos delivers a perfect performance that captures the innocence and budding demons within a wallflower .,1
3343,286,"the principals in this cast are all fine , but bishop and stevenson are standouts .",1
681,45,"karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat .",1
299,4245,"the performances of the four main actresses bring their characters to life . a little melodramatic , but with enough hope to keep you engaged .",1
994,203,it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen .,1
2272,8508,the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,0
2203,2474,worth a look as a curiosity .,1
412,795,it's as close as we'll ever come to looking through a photographer's viewfinder as he works .,1
3281,2252,"for those who are intrigued by politics of the '70s , the film is every bit as fascinating as it is flawed .",1
634,4250,"expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street .",1
203,579,"[director peter] jackson and his crew have so steeped themselves in the majesty of tolkien's writing that every frame produces new joys , whether you're a fan of the books or not .",1
1152,398,kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed .,1
1331,1977,there's plenty to enjoy -- in no small part thanks to lau .,1
3532,2285,"a bright , inventive , thoroughly winning flight of revisionist fancy .",1
245,1352,uses high comedy to evoke surprising poignance .,1
1528,924,"sensitive , insightful and beautifully rendered film . one of the best of the year .",1
2365,468,"the film delivers not just the full assault of reno's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days .",1
3236,2112,you won't have any trouble getting kids to eat up these veggies .,1
3441,3245,an asian neo-realist treasure .,1
2080,8353,"a dark-as-pitch comedy that frequently veers into corny sentimentality , probably would not improve much after a therapeutic zap of shock treatment .",0
3151,1812,the pianist is polanski's best film .,1
1227,3354,"beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .",1
2452,1294,candid camera on methamphetamines .,1
3327,1955,wang xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men .,1
2916,294,"the new guy does have a heart . now , if it only had a brain .",1
532,3498,"quite simply , a joy to watch and--especially--to listen to .",1
479,1023,"sturdy , entertaining period drama . . . both caine and fraser have their moments .",1
1046,2869,"will you go ape over this movie ? well , it probably won't have you swinging from the trees hooting it's praises , but it's definitely worth taking a look .",1
3846,5953,"without the dark spookiness of crystal lake camp , the horror concept completely loses its creepy menace .",0
3173,380,there's a vastness implied in metropolis that is just breathtaking .,1
3717,914,"from spiritual rebirth to bruising defeat , vincent's odyssey resonates in a profound way , comparable to the classic films of jean renoir .",1
1834,192,"tadpole is a sophisticated , funny and good-natured treat , slight but a pleasure .",1
3745,3511,"if you ignore the cliches and concentrate on city by the sea's interpersonal drama , it ain't half-bad .",1
3742,1709,". . . creates a visceral sense of its characters' lives and conflicted emotions that carries it far above . . . what could have been a melodramatic , lifetime channel-style anthology .",1
2334,2130,it's an often-cute film but either needs more substance to fill the time or some judicious editing .,1
4328,3918,a moving and important film .,1
215,4137,an affectionately goofy satire that's unafraid to throw elbows when necessary . . .,1
544,749,"nervy and sensitive , it taps into genuine artistic befuddlement , and at the same time presents a scathing indictment of what drives hollywood .",1
3054,2827,"it's a treat  a delightful , witty , improbable romantic comedy with a zippy jazzy score grant and bullock make it look as though they are having so much fun .",1
4499,7937,"this is a poster movie , a mediocre tribute to films like them !",0
2778,8212,seems like someone going through the motions .,0
2548,3686,"from the dull , surreal ache of mortal awareness emerges a radiant character portrait .",1
3859,4001,"escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions .",1
390,724,thurman and lewis are hilarious throughout .,1
4414,1582,"the leaping story line , shaped by director peter kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits .",1
2405,5412,as inept as big-screen remakes of the avengers and the wild wild west .,0
3413,7767,"like an afterschool special with costumes by gianni versace , mad love looks better than it feels .",0
3574,3169,"as played by ryan gosling , danny is a frighteningly fascinating contradiction .",1
1621,1277,it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters .,1
4446,1174,"as a tolerable diversion , the film suffices ; a triumph , however , it is not .",1
3533,1634,"it's tough to watch , but it's a fantastic movie .",1
2929,1369,"for movie lovers as well as opera lovers , tosca is a real treat .",1
2522,3077,it's not the least of afghan tragedies that this noble warlord would be consigned to the dustbin of history .,1
4643,15,an utterly compelling 'who wrote it' in which the reputation of the most famous author who ever lived comes into question .,1
3995,2957,""" white oleander , "" the movie , is akin to a reader's digest condensed version of the source material .",1
510,910,"cuts right through the b . s . giving a big middle-fingered "" shut up "" to those who talk up what is nothing more than two guys beating the hell outta one another .",1
4009,4189,"witty , vibrant , and intelligent .",1
2424,2264,gently humorous and touching .,1
3018,5651,"amidst the action , the script carries arnold ( and the viewers ) into the forbidden zone of sympathizing with terrorist motivations by presenting the "" other side of the story . """,0
783,1554,"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you're going from one room to the next and none of them have any relation to the other .",1
1189,2558,"anyone who's ever suffered under a martinet music instructor has no doubt fantasized about what an unhappy , repressed and twisted personal life their tormentor deserved . these people are really going to love the piano teacher .",1
1520,1263,"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it's an eye-opener .",1
3146,2584,it must be the end of the world : the best film so far this year is a franchise sequel starring wesley snipes .,1
3084,2709,"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",1
3293,4045,an intelligent romantic thriller of a very old-school kind of quality .,1
4091,2956,"because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by kieran culkin .",1
1437,3281,what makes it worth watching is quaid's performance .,1
1648,1648,australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place .,1
3388,2619,"entirely suspenseful , extremely well-paced and ultimately . . . dare i say , entertaining !",1
730,1299,"a twisty , moody slice of southern gothic . . .",1
944,671,"the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin .",1
2882,2876,"twenty years later , e . t . is still a cinematic touchstone .",1
2665,1001,"its gross-out gags and colorful set pieces . . . are of course stultifyingly contrived and too stylized by half . still , it gets the job done -- a sleepy afternoon rental .",1
3257,1699,"stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid .",1
2766,2367,"together , miller , kuras and the actresses make personal velocity into an intricate , intimate and intelligent journey .",1
2456,1744,"beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart . it really is a shame that more won't get an opportunity to embrace small , sweet 'evelyn . '",1
1486,3834,"unfolds as one of the most politically audacious films of recent decades from any country , but especially from france .",1
2845,1654,what could have been a daytime soap opera is actually a compelling look at a young woman's tragic odyssey .,1
4191,4162,"leading a double life in an american film only comes to no good , but not here . matters play out realistically if not always fairly .",1
1536,2378,the film has the uncanny ability to right itself precisely when you think it's in danger of going wrong .,1
535,2721,"clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .",1
2546,193,"this insightful , oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance .",1
3164,3183,some people want the ol' ball-and-chain and then there are those who just want the ball and chain .,1
551,2857,"it's a fine , old-fashioned-movie movie , which is to say it's unburdened by pretensions to great artistic significance .",1
2130,7330,rainy days and movies about the disintegration of families always get me down .,0
2835,4099,this one is strictly a lightweight escapist film .,1
3051,6046,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .",0
4104,178,thoroughly enjoyable .,1
4340,1887,"on the granger movie gauge of 1 to 10 , the powerpuff girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience .",1
2986,1691,"flawed , but worth seeing for ambrose's performance .",1
2276,103,"on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique .",1
1178,3041,"texan director george ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare .",1
