,Unnamed: 0,idx,text,label
3856,37649,37649,an uncompromising film ,1
23862,49093,49093,"as quiet , patient and tenacious as mr. lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline . ",1
20909,60489,60489,opening up ,1
11866,6272,6272,belongs to nicholson ,1
5775,25335,25335,"director todd solondz has made a movie about critical reaction to his two previous movies , and about his responsibility to the characters that he creates . ",1
35698,28999,28999,fiercely intelligent ,1
15007,12037,12037,", will find morrison 's iconoclastic uses of technology to be liberating . ",1
17051,39018,39018,search of something different ,1
25662,42827,42827,large-scale ,1
11133,33570,33570,on a pedestal ,1
14083,48629,48629,insane comic undertaking ,1
32654,52096,52096,presents a frightening and compelling ` what if ? ' ,1
10973,20649,20649,"is funny , scary and sad . ",1
15530,11287,11287,greatest play ,1
29387,7200,7200,"so it 's not a brilliant piece of filmmaking , but it is a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast . ",1
22979,57254,57254,liking showgirls ,1
31722,36789,36789,tells this very compelling tale with little fuss or noise ,1
10181,40781,40781,worth a summertime look-see ,1
11367,11738,11738,pleasure . ,1
37459,12790,12790,fans of plympton 's shorts may marginally enjoy the film ,1
8381,747,747,wow ' factor ,1
870,13930,13930,"thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights ",1
15094,41439,41439,be patient with the lovely hush ,1
20182,3701,3701,"because of the universal themes , earnest performances ",1
23054,32399,32399,a fresh infusion ,1
22727,35920,35920,"but because it has a bigger-name cast , it gets a full theatrical release ",1
23191,34100,34100,achieving some honest insight ,1
13565,29438,29438,the opulent lushness of every scene ,1
11360,66573,66573,"assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic ",1
24646,19797,19797,"most daring , and complicated , performances ",1
28791,4827,4827,feel that we truly know what makes holly and marina tick ,1
27832,32653,32653,"an inventive , ",1
7702,62383,62383,"reign of fire is hardly the most original fantasy film ever made -- beyond road warrior , it owes enormous debts to aliens and every previous dragon drama ",1
31087,64173,64173,", and beautifully shot ",1
4909,24370,24370,there 's a casual intelligence that permeates the script ,1
2596,57535,57535,averting an american-russian armageddon ,1
5668,50026,50026,realize your mind is being blown ,1
6697,5613,5613,returning director rob minkoff ... and screenwriter bruce joel rubin ,1
36853,48423,48423,part of the charm of satin rouge is that it avoids the obvious with humor and lightness . ,1
113,59041,59041,"the film has a gentle , unforced intimacy that never becomes claustrophobic . ",1
15654,20186,20186,a nifty plot line in steven soderbergh 's traffic ,1
20078,6136,6136,affable if not timeless ,1
7143,31811,31811,his most personal ,1
22328,13982,13982,"is all about a wild-and-woolly , wall-to-wall good time . ",1
10220,20812,20812,impressive fake documentary ,1
33645,42699,42699,the better film 's ,1
28451,17975,17975,"amusing , tender and heart-wrenching ",1
3069,10743,10743,of artificial suspense ,0
28478,58548,58548,hilarious ) ,1
37570,54919,54919,"take his smooth , shrewd , powerful act abroad ",1
18705,58260,58260,"bolstered by an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and a storyline ",1
25661,22102,22102,"mastering its formidable arithmetic of cameras and souls , group articulates a flood of emotion . ",1
12682,55763,55763,slickly ,1
2553,38960,38960,"but something far more stylish and cerebral -- and , hence , more chillingly effective ",1
20731,9158,9158,"the camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm . ",1
1253,59479,59479,plutonium ,1
31386,12621,12621,nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil . ,1
940,29696,29696,perdition ,1
36234,58721,58721,visually and thematically ,1
2082,57769,57769,the best of the pierce brosnan james bond ,1
21893,53875,53875,yiddish stage ,1
5897,52077,52077,succeeds where its recent predecessor miserably ,1
26786,62527,62527,to modernize it with encomia to diversity and tolerance ,0
9611,10421,10421,make you think about existential suffering ,1
15903,51048,51048,great scares ,1
6212,53899,53899,that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style ,1
37233,25828,25828,conservative christian parents and ,1
21455,10528,10528,-- that the ` true story ' by which all the queen 's men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen . ,0
33898,22370,22370,"turns out to be ( assayas ' ) homage to the gallic ` tradition of quality , ' in all its fusty squareness ",1
37235,7863,7863,it goes awry in the final 30 minutes ,0
35289,11771,11771,good and ambitious film ,1
29181,21716,21716,every family ,1
31742,17980,17980,its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work . ,1
22610,33197,33197,which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard ,1
1162,6400,6400,"like most of jaglom 's films , some of it is honestly affecting , ",1
12998,3664,3664,any movie with a life-affirming message ,1
25911,56447,56447,making this queen a thoroughly modern maiden ,1
22598,35272,35272,"i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and ",1
10592,9717,9717,healthy eccentric inspiration and ambition ,1
38292,38865,38865,the color sense of stuart little 2 ,1
35207,14865,14865,a remarkable piece of filmmaking ,1
13792,46565,46565,cascade over the screen effortlessly ,1
28486,54828,54828,` best part ' of the movie ,1
6631,59137,59137,'s the sweet cinderella story that `` pretty woman '' wanted to be ,1
19251,25518,25518,tiny acts of kindness make ordinary life survivable ,1
32079,45546,45546,two men who discover what william james once called ` the gift of tears ,1
14018,1634,1634,angelina jolie 's surprising flair for self-deprecating comedy ,1
21792,1398,1398,"that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out ",1
2237,26910,26910,most elusive ,1
35453,51485,51485,alive ,1
21749,53692,53692,lingering terror punctuated by sudden shocks and not constant bloodshed ,1
11551,63889,63889,"that tells stories that work -- is charming , is moving ",1
29569,9283,9283,"funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality ",1
24268,684,684,embracing ,1
31921,53985,53985,above its oh-so-hollywood rejiggering and its conventional direction to give the film a soul and an unabashed sense of good old-fashioned escapism ,1
37641,57493,57493,the startling intimacy ,1
28030,7664,7664,"a youthful , out-to-change-the-world aggressiveness ",1
15822,51608,51608,a genuine love story ,1
35845,48734,48734,really solid performances ,1
33305,36945,36945,tale ,1
12393,27510,27510,in a joyous communal festival of rhythm ,1
11994,43871,43871,alternates between deadpan comedy and heartbreaking loneliness and is n't afraid to provoke introspection in both its characters and its audience . ,1
38316,47367,47367,several of steven soderbergh 's earlier films were hailed as the works of an artist . ,1
31101,25583,25583,"gives give a solid , anguished performance that eclipses nearly everything else she 's ever done . ",1
26974,47239,47239,darling band wilco ,1
19026,54292,54292,self-promotion ends and ,1
31092,52341,52341,valuable ,1
12380,13565,13565,popcorn ,1
28799,33925,33925,"are the hallmark of this bittersweet , uncommonly sincere movie that portrays the frank humanity of ... emotional recovery ",1
3289,37936,37936,"is the performance of gedeck , who makes martha enormously endearing . ",1
24365,2072,2072,"jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway ",1
29240,27823,27823,it has considerable charm . ,1
20747,64313,64313,pleasures ,1
1576,67097,67097,excellent performances from jacqueline bisset and martha plimpton grace this deeply touching melodrama . ,1
22471,7727,7727,fused with their humor ,1
34327,6262,6262,"there 's nothing like love to give a movie a b-12 shot , ",1
17337,6389,6389,"entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn . ",1
31991,62232,62232,with wit it plays like a reading from bartlett 's familiar quotations ,1
12819,13678,13678,"leave it to john sayles to take on developers , the chamber of commerce , tourism , historical pageants , and commercialism all in the same movie ... without neglecting character development for even one minute . ",1
1805,4751,4751,it 's thanks to huston 's revelatory performance . ,1
31282,4997,4997,"unmistakable , easy joie ",1
9739,17671,17671,may pander to our basest desires for payback ,1
9396,20753,20753,in the pantheon of the best of the swashbucklers ,1
11067,5071,5071,coordinated his own dv poetry ,1
2699,52309,52309,adorns his family-film plot with an elegance and maturity ,1
15556,66083,66083,"i like all four of the lead actors a lot and they manage to squeeze a few laughs out of the material , but they 're treading water at best in this forgettable effort . ",1
2907,53418,53418,what 's best about ,1
9528,21136,21136,a distinguished film legacy ,1
26781,30252,30252,frightfest ,1
34624,1777,1777,you 've figured out late marriage ,1
30688,50608,50608,( especially the frank sex scenes ) ensure that the film is never dull ,1
12923,21852,21852,"good actors , good poetry and ",1
13908,39887,39887,"love a disney pic with as little cleavage as this one has , and ",1
29537,55916,55916,renowned ,1
12764,15203,15203,a stand in favor of tradition and warmth ,1
1168,61515,61515,a moving story of determination and the human spirit ,1
29548,57856,57856,a spirit ,1
24036,6180,6180,"a few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics are n't likely to enter the theater . ",1
30763,9646,9646,"searches ( vainly , i think ) for something fresh to say ",1
4958,20465,20465,precious and finely cut diamond ,1
38129,29190,29190,any thinking person is bound to appreciate ,1
8186,52416,52416,"amusing , let alone funny ",1
28311,13342,13342,digital photography ,1
34134,59974,59974,is funny and ,1
15416,49517,49517,"to figure the depth of these two literary figures , and even the times in which they lived ",1
30931,27257,27257,all three sides of his story with a sensitivity and an inquisitiveness reminiscent of truffaut ,1
26970,20145,20145,is genuinely inspirational ,1
8106,33820,33820,at his most sparkling ,1
20547,8877,8877,visuals and enveloping sounds ,1
21116,11259,11259,absorbing ,1
31129,58879,58879,their own comfortable niche ,1
17840,10406,10406,the film is every bit as fascinating as it is flawed . ,1
13764,10694,10694,"the story itself it mostly told through on-camera interviews with several survivors , whose riveting memories are rendered with such clarity that it 's as if it all happened only yesterday ",1
29638,46094,46094,eloquent ( meditation ) on death and ,1
3943,21668,21668,", you might want to check it out ",1
12297,6860,6860,adaptation is intricately constructed and ,1
12283,47670,47670,"it is ok for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged ",1
16369,33729,33729,"as the princess , sorvino glides gracefully from male persona to female without missing a beat . ",1
3621,54507,54507,been filmed more irresistibly than in ` baran ,1
36077,43893,43893,provides a nice change of mindless pace in collision ,1
19715,5557,5557,came handed down from the movie gods on a silver platter ,1
8266,11723,11723,is not a bad film . ,1
16484,33661,33661,may be surprised at the variety of tones in spielberg 's work . ,1
23093,289,289,"warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal . ",1
34946,64555,64555,"'s a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism ",1
31330,19424,19424,"style , structure and rhythms ",1
9018,14394,14394,"flawless film , ",1
32207,7307,7307,an interesting and at times captivating ,1
29593,17583,17583,inspired '' ,1
33997,25804,25804,in the kind of low-key way that allows us to forget that they are actually movie folk ,1
12207,30158,30158,undeniably fascinating and playful ,1
22243,27944,27944,a very good time at the cinema ,1
33622,16728,16728,catching solely on its visual merits ,1
34588,62478,62478,an unusual biopic and document of male swingers in the playboy era ,1
30527,20109,20109,at keeping themselves kicking ,1
24684,2256,2256,well-meant ,1
31068,13927,13927,watchable up ,1
8283,23008,23008,"due to stodgy , soap opera-ish dialogue , the rest of the cast comes across as stick figures reading lines from a teleprompter . ",0
7122,5962,5962,a hallmark film in an increasingly important film industry and worth the look . ,1
33841,64715,64715,well worth revisiting as many times as possible ,1
10374,930,930,above most of its ilk ,1
3626,54392,54392,"to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents ",0
28187,8406,8406,"feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold ",1
33676,27340,27340,positive ( if tragic ) ,1
12269,22061,22061,been better than the fiction ,1
36669,21279,21279,"it 's a smartly directed , grown-up film of ideas . ",1
19539,27990,27990,"'ve got to love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane ",1
16744,13538,13538,an engrossing portrait of uncompromising artists trying to create something original against the backdrop ,1
35204,3827,3827,a more mythic level ,1
26610,20433,20433,charming and quirky ,1
12349,25318,25318,this movie 's got it ,1
23331,10107,10107,"hard , cold effect ",0
132,9,9,are more deeply thought through than in most ` right-thinking ' films ,1
10293,481,481,quite endearing . ,1
6286,53843,53843,( and lovely ,1
19631,35075,35075,liked the movie ,1
22293,153,153,the promise of digital filmmaking ,1
15371,63100,63100,"the compassion , good-natured humor ",1
29648,62795,62795,( like saturday morning tv in the '60s ) ,1
24179,24989,24989,bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the inuit people ,1
18985,29476,29476,plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel . ,1
27640,9111,9111,return to form for director peter bogdanovich ,1
1607,62013,62013,a creative urge ,1
8609,7596,7596,"while somewhat less than it might have been , the film is a good one , and ",1
4978,12473,12473,"he has improved upon the first and taken it a step further , richer and deeper . ",1
26953,42580,42580,also is n't embarrassed to make you reach for the tissues ,1
7724,26321,26321,oftentimes funny ,1
37770,58139,58139,be based on a true and historically significant story ,1
20990,11077,11077,"it 's a very entertaining , thought-provoking film with a simple message ",1
29760,46622,46622,"can almost see mendes and company getting together before a single frame had been shot and collectively vowing , ` this is going to be something really good . ' ",1
18137,29891,29891,infuses the film ,1
4389,52675,52675,romantics ,1
23885,39622,39622,love in remembrance . ,1
26846,21108,21108,quirky iranian drama secret ballot ,1
37481,21769,21769,as solid and as perfect as his outstanding performance as bond in die another day ,1
35232,38821,38821,"if you can read the subtitles ( the opera is sung in italian ) and you like ` masterpiece theatre ' type costumes , you 'll enjoy this movie . ",1
36248,17117,17117,"the emperor 's club , ruthless in its own placid way ",1
23706,60707,60707,griffiths ' warm and winning central performance ,1
26213,28178,28178,"haynes ( like sirk , but differently ) has transformed the rhetoric of hollywood melodrama into something provocative , rich , and strange . ",1
34378,14719,14719,"waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway ",1
32694,13815,13815,hard to resist ,1
26566,62064,62064,"engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and ",1
30888,30983,30983,bold ,1
14227,64474,64474,'s just brilliant in this ,1
36426,38030,38030,by a rich visual clarity and deeply ,1
453,46120,46120,a quietly moving ,1
6720,35626,35626,"... spiced with humor ( ' i speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand ) and ",1
17713,52633,52633,"the fun of the movie is the chance it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad . ",1
5350,49779,49779,it 's insanely violent and very graphic ,1
16548,15943,15943,that the less charitable might describe as a castrated ,0
5311,11867,11867,inventive action sequences ,1
101,30369,30369,in a sincere performance ,1
33234,45139,45139,as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart ,1
13055,54359,54359,charlotte sometimes is a brilliant movie . ,1
18144,17014,17014,has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers . ,1
35653,58152,58152,of the band ,1
28386,33566,33566,portuguese master manoel de oliviera ,1
11883,25979,25979,offers some flashy twists and turns that occasionally fortify this turgid fable ,1
36927,26364,26364,is a winner . ,1
2232,44403,44403,results that are sometimes bracing ,1
33804,5174,5174,that 's exactly what these two people need to find each other ,1
1958,60769,60769,the talented cast generally ,1
17852,27017,27017,an undeniably fascinating and playful fellow ,1
14040,13223,13223,just enough sweet and traditional romantic comedy to counter the crudity ,1
10155,26768,26768,stays there for the duration ,1
27419,14307,14307,it 's clear that washington most certainly has a new career ahead of him ,1
29944,51365,51365,pipe dream does have its charms . ,1
28247,52536,52536,", here 's a fun one . ",1
13305,9337,9337,the screenplay or something ,1
3873,24427,24427,will probably have a reasonably good time with the salton sea . ,1
11262,14892,14892,romance ,1
3542,5999,5999,runs on the pure adrenalin of pacino 's performance ,1
8796,51008,51008,it required viewing in university computer science departments for years to come ,1
12317,59410,59410,is beautiful filmmaking from one of french cinema 's master craftsmen . ,1
23614,63663,63663,giggling at the absurdities and inconsistencies is part of the fun . ,1
18783,41273,41273,be post-feminist breezy ,1
20765,20606,20606,much entertainment value ,1
17424,61234,61234,"particularly balk , who 's finally been given a part worthy of her considerable talents ",1
5454,43903,43903,"observant , unfussily poetic ",1
18560,62157,62157,give committed performances ,1
3026,2902,2902,a worthwhile effort ,1
37121,19942,19942,"an emotionally accessible , almost mystical work ",1
19536,35752,35752,it is laughingly enjoyable ,1
31057,18955,18955,p.t. anderson understands the grandness of romance and ,1
11618,47850,47850,asset ,1
23187,38397,38397,adult world ,1
4493,3213,3213,there 's some outrageously creative action in the transporter ... ( b ) ut by the time frank parachutes down onto a moving truck ,1
18140,61399,61399,a hallmark hall of fame ,1
14497,3704,3704,convincing portrayal ,1
15217,55692,55692,"as good as the full monty , but a really strong second effort ",1
15849,47371,47371,"pique your interest , your imagination , your empathy or anything , ",1
33212,41305,41305,thought-provoking and often-funny drama ,1
26521,38201,38201,nicely ,1
27572,67291,67291,junior-high ,1
9403,9316,9316,that makes a depleted yesterday feel very much like a brand-new tomorrow ,1
8900,31901,31901,"both an admirable reconstruction of terrible events , and a fitting ",1
24379,5027,5027,"boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun ",1
2988,43849,43849,the kind of effectively creepy-scary thriller ,1
13660,28055,28055,gentle and humane side ,1
11839,31308,31308,moore provides an invaluable service by sparking debate and encouraging thought . ,1
26247,10243,10243,"the script , which has a handful of smart jokes ",1
15061,960,960,"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream ",1
37079,50144,50144,come when various characters express their quirky inner selves ,1
34846,64262,64262,thoroughly winning flight of revisionist fancy ,1
6361,17760,17760,it 's a ripper of a yarn and ,1
15450,3506,3506,"some startling , surrealistic moments ",1
38436,59904,59904,a surprisingly ` solid ' achievement ,1
9143,43665,43665,takes a simple premise and carries it to unexpected heights ,1
20595,55096,55096,far more successful ,1
25937,37209,37209,", it will probably be a talky bore . ",0
11268,13612,13612,`` birthday girl '' is an actor 's movie first and foremost . ,1
32056,30601,30601,exceptionally ,1
28688,52691,52691,that made it all work ,1
368,47464,47464,liking ,1
17805,50733,50733,still manages to string together enough charming moments to work . ,1
34685,65739,65739,"a rustic , realistic , and altogether creepy tale of hidden invasion ",1
26025,21843,21843,'s made at least one damn fine horror movie ,1
28789,27280,27280,is suitably elegant ,1
23293,514,514,fluid and mesmerizing ,1
12816,13399,13399,otherwise comic narrative ,1
22674,23465,23465,created a brilliant motion picture ,1
33280,50029,50029,its poignant and uplifting story in a stunning fusion of music and images ,1
29438,27005,27005,"beautiful , entertaining two hours ",1
37622,2706,2706,technical proficiency ,1
3547,46486,46486,funny documentary ,1
24959,17539,17539,achieves the feel of a fanciful motion picture . ,1
279,29993,29993,the recording sessions ,1
21790,45420,45420,no denying that burns is a filmmaker with a bright future ahead of him ,1
33160,54907,54907,in eye-popping visuals ,1
6926,7333,7333,`` far from heaven '' is a masterpiece . ,1
20124,35108,35108,the redeeming feature of chan 's films has always been the action ,1
1955,29563,29563,the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them . ,1
20119,50857,50857,"all in all , it 's a pretty good execution of a story that 's a lot richer than the ones hollywood action screenwriters usually come up with on their own . ",1
17399,27813,27813,"despite all the backstage drama , this is a movie that tells stories that work -- is charming , is moving ",1
35275,50425,50425,a torn book jacket ,1
13321,32307,32307,achieves its emotional power and moments of revelation with restraint and a delicate ambiguity ,1
23511,6345,6345,marvel ,1
33588,25028,25028,on great scares and a good surprise ending ,1
6791,47831,47831,shining star ,1
28480,31302,31302,an exhilarating experience . ,1
5122,54438,54438,explosive ,1
25150,30627,30627,a sense of wonder ,1
18581,2177,2177,"judging by those standards , ` scratch ' is a pretty decent little documentary . ",1
29446,6723,6723,lighthearted comedy ,1
28684,30332,30332,chamber of secrets ,1
15948,15655,15655,a hilarious place to visit ,1
34380,16316,16316,delightful . ,1
10512,38612,38612,"that beneath the familiar , funny surface ",1
22614,64397,64397,is clearly a good thing . ,1
9530,61284,61284,little mermaid ,1
23945,50706,50706,"seems just as expectant of an adoring , wide-smiling reception . ",1
5770,3844,3844,imaginatively mixed ,1
32322,66229,66229,so hilarious ,1
26716,45255,45255,modest ,1
2769,9485,9485,having an old friend for dinner ' ,1
27990,40218,40218,well-developed ,1
32170,1569,1569,daft by half ... but supremely good natured ,1
17745,20565,20565,"the same way you came -- a few tasty morsels under your belt , ",1
19926,19787,19787,"henry bean 's thoughtful screenplay provides no easy answers , but offers a compelling investigation of faith versus intellect ",1
28279,18899,18899,indoor drama ,1
37894,4541,4541,to be awed by the power and grace of one of the greatest natural sportsmen of modern times ,1
26874,1427,1427,balanced film ,1
2367,27695,27695,"shows holmes has the screen presence to become a major-league leading lady , ( but ) ",1
33358,65728,65728,as sappy as big daddy ,0
12035,34846,34846,this year 's very best pictures ,1
27943,46902,46902,point the way for adventurous indian filmmakers toward a crossover into nonethnic markets . ,1
16533,18912,18912,carried out ,1
18668,18472,18472,", flawless film , ( wang ) emerges in the front ranks of china 's now numerous , world-renowned filmmakers . ",1
18120,42149,42149,been made with an enormous amount of affection ,1
13583,55290,55290,"it 's an ambitious film , ",1
19412,18909,18909,"a film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy . ",1
11428,12972,12972,transcends ethnic lines ,1
16375,19759,19759,discursive but oddly riveting documentary ,1
23156,40402,40402,", passionate ",1
37487,7295,7295,an intoxicating ,1
17827,6452,6452,evans is no hollywood villain ,1
18326,10586,10586,daft by half ... but ,1
4175,18459,18459,in some evocative shades ,1
12281,33931,33931,fresh again ,1
25894,41272,41272,that plays things so nice ,1
23976,65017,65017,the answers ,1
22251,52823,52823,handsome and ,1
29703,41799,41799,"is not show-stoppingly hilarious , but scathingly witty nonetheless ",1
8237,34051,34051,'s tremendously moving ,1
6,55907,55907,quirky and fearless ability ,1
26975,47439,47439,ke ,1
19571,5124,5124,"that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality ",1
28109,3970,3970,a believable mother/daughter pair ,1
14316,34246,34246,of patch adams quietly freaking out ,1
25086,3911,3911,"it is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; it primarily relies on character to tell its story ",1
414,9487,9487,good trash ,1
29203,32098,32098,a larger-than-life figure ,1
4835,26354,26354,while scorsese 's bold images and generally smart casting ensure that `` gangs '' is never lethargic ,1
16919,21469,21469,it explores the awful complications of one terrifying day ,1
35018,22755,22755,godard 's ode to tackling life 's wonderment ,1
15026,23798,23798,a journey that is as difficult for the audience to take as it is for the protagonist -- yet it 's potentially just as rewarding . ,1
17920,53819,53819,"hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart ",1
307,66140,66140,few good ideas ,1
2968,41035,41035,a crisp psychological drama ( and ) ,1
30933,47054,47054,", are crisp and purposeful without overdoing it ",1
25387,43742,43742,boozy ,0
6723,22963,22963,about this love story ,1
24140,32903,32903,"'s a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism . ",1
7486,22742,22742,leave them singing long after the credits roll ,1
19824,26042,26042,is honestly affecting ,1
9260,27999,27999,"a crowd-pleaser , but then , so ",1
18735,58322,58322,"is extremely funny , the first part making up for any flaws that come later . ",1
20324,24262,24262,"from its ripe recipe , inspiring ingredients ",1
28471,59494,59494,richly rewarded ,1
6864,2069,2069,personality ,1
25559,16813,16813,family-oriented ,1
3163,9941,9941,you have to admit it 's semi-amusing to watch robert deniro belt out `` when you 're a jet ,1
4518,21369,21369,"shot on digital video , whose tiny camera enables shafer to navigate spaces both large ... and small ... with considerable aplomb ",1
2766,47613,47613,worthwhile ,1
9012,20748,20748,"a sensitive , modest comic tragedy that works ",1
4635,27494,27494,the most wondrous love story ,1
14442,43667,43667,", the power of this movie is undeniable . ",1
13100,35183,35183,no denying the power of polanski 's film ,1
13837,4954,4954,"a beautiful food entrée that is n't heated properly , so that it ends up a bit cold and relatively flavorless ",0
9256,24467,24467,the road to perdition ,1
7899,28472,28472,irresistibly than in ` baran ,1
18616,36024,36024,"is a story that zings all the way through with originality , humor and pathos . ",1
35926,246,246,are worth the price of admission ... if `` gory mayhem '' is your idea of a good time ,1
29813,9825,9825,the case for a strong education and good teachers being more valuable in the way they help increase an average student 's self-esteem ,1
6070,64074,64074,awe-inspiring visual poetry ,1
25222,60705,60705,rising star jake gyllenhaal ,1
16105,42487,42487,"they presume their audience wo n't sit still for a sociology lesson , however entertainingly presented , so ",1
8129,50720,50720,time is a beautiful film to watch ,1
29102,66658,66658,credible account ,1
29261,19422,19422,shot like a postcard ,1
29880,20512,20512,great help from kevin kline ,1
29384,2014,2014,proves unrelentingly grim -- and equally engrossing . ,1
23808,12019,12019,grace this deeply touching melodrama ,1
9708,61821,61821,can still be smarter than any 50 other filmmakers still at work ,1
16440,21387,21387,"filled with alexandre desplat 's haunting and sublime music , the movie completely transfixes the audience . ",1
16647,62990,62990,that it ranks with the best of herzog 's works ,1
15752,1133,1133,in private ,1
8698,10429,10429,treat for its depiction on not giving up on dreams when you 're a struggling nobody . ,1
60,15860,15860,"look back at civil disobedience , anti-war movements and the power of strong voices . ",1
15335,29035,29035,a solid pedigree ,1
5550,30677,30677,purely enjoyable that you might not even notice it ,1
36239,2592,2592,thought that the german film industry can not make a delightful comedy centering on food . ,1
31104,24360,24360,joyous celebration ,1
8524,32662,32662,many ways the perfect festival film : ,1
17824,11441,11441,", mr. rose 's updating works surprisingly well . ",1
22158,39762,39762,this is a children 's film in the truest sense . ,1
6409,55740,55740,"'s endlessly inventive , consistently intelligent and sickeningly savage ",1
37342,17138,17138,"brash , intelligent and erotically perplexing , haneke 's portrait of an upper class austrian society and the suppression of its tucked away ",1
26972,24787,24787,"thanks to a small star with big heart , this family film sequel is plenty of fun for all . ",1
35281,27552,27552,"rent `` shakes the clown '' , a much funnier film with a similar theme and an equally great robin williams performance ",0
21948,4216,4216,"insomnia is one of the year 's best films and pacino gives one of his most daring , and complicated , performances ",1
6996,5790,5790,"in their cheap , b movie way , they succeed ",1
29344,61071,61071,duvall is strong as always . ,1
17655,958,958,... the lady and the duke surprisingly manages never to grow boring ... which proves that rohmer still has a sense of his audience . ,1
6730,34521,34521,"comes along only occasionally , one so unconventional , ",1
30232,54063,54063,decent material ,1
12519,15510,15510,is a good-hearted ensemble comedy with a variety of quirky characters and an engaging story ,1
11659,56780,56780,wonderfully loopy ,1
19462,19474,19474,a cinematic fluidity and sense ,1
30400,34444,34444,resurrecting performers who rarely work in movies now ... ,1
29818,46688,46688,self-deprecating comedy ,1
29834,27943,27943,quirky movie ,1
5986,65031,65031,finally returns de palma to his pulpy thrillers of the early '80s ,1
29895,40486,40486,"murderous maids has a lot going for it , not least the brilliant performances by testud ... and parmentier . ",1
37969,4402,4402,an object lesson in period filmmaking ,1
22622,38826,38826,"usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography ",0
37495,20917,20917,in the place where a masterpiece should be ,1
13008,35669,35669,with passionate enthusiasms like martin scorsese ,1
27114,44152,44152,is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling . ,1
37758,40863,40863,sits in the place where a masterpiece should be . ,1
14592,13991,13991,"if s&m seems like a strange route to true love , maybe it is , but it 's to this film 's ( and its makers ' ) credit that we believe that that 's exactly what these two people need to find each other -- and themselves . ",1
17328,60253,60253,fairly trite ,0
1080,64560,64560,more watchable ,1
5430,14667,14667,intacto 's luckiest stroke ,1
27573,11203,11203,particularly well made ,1
16315,28411,28411,solid action pic ,1
36502,37334,37334,rivals the top japanese animations of recent vintage ,1
25870,9560,9560,poetry ,1
34001,49495,49495,"good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films ",1
4717,55714,55714,help but engage ,1
31153,37262,37262,", narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve . ",1
